essay_id,deberta_3891_feat_0,deberta_3891_feat_1,deberta_3891_feat_2,deberta_3891_feat_3,deberta_3891_feat_4,deberta_3891_feat_5,deberta_5188_feat_0,deberta_5188_feat_1,deberta_5188_feat_2,deberta_5188_feat_3,deberta_5188_feat_4,deberta_5188_feat_5,deberta_6485_feat_0,deberta_6485_feat_1,deberta_6485_feat_2,deberta_6485_feat_3,deberta_6485_feat_4,deberta_6485_feat_5
200f74f,0.7140597,5.3594193,2.721952,-2.805153,-3.9042623,-3.4654207,0.73042923,6.6865835,1.821515,-3.4789832,-3.922598,-3.1071496,0.6027255,6.7950993,1.7827486,-3.6927197,-3.8697176,-3.0139306
200fcf4,-3.3944397,-0.4137891,4.28613,4.0909967,-1.4557145,-4.3257775,-3.4403124,-0.1962586,5.212953,3.7350368,-2.1272242,-4.7190304,-3.639093,-0.15520819,5.3344116,3.7959907,-2.2801058,-4.734782
2012c2f,0.2487332,4.8375335,3.4030576,-1.6190176,-3.9238992,-4.097266,2.7949893,6.2414036,0.50769323,-3.342136,-3.8853416,-3.3776019,1.8526266,6.679937,1.0127546,-3.4205697,-3.9290848,-3.5094981
201523b,-2.4817529,-0.1068538,3.441145,3.6207619,-1.1188357,-4.2590013,-2.6621215,-0.1359104,3.8574808,3.6083076,-1.4281641,-4.5696964,-3.2520847,-0.2725912,4.0360293,4.263999,-1.3804216,-4.7511024
2019908,5.3634872,2.221825,-0.3632131,-1.8575428,-2.4018772,-2.1092916,6.0899467,0.8133989,-0.8917526,-1.5970386,-1.7736583,-1.4377546,6.3320713,0.6182407,-1.0599284,-1.5839796,-1.7400606,-1.3352823
201c1ab,1.7375878,5.7942834,1.8618058,-2.8408222,-3.7680924,-3.5559173,2.1687992,6.6819615,1.000634,-3.2991178,-3.8989515,-3.3042428,1.8970642,6.9278035,1.1641575,-3.462408,-3.9679546,-3.384494
201eeec,1.3416303,3.6451283,2.650431,-0.61309785,-3.592705,-4.1943707,4.8628855,4.52235,0.012273638,-2.6597533,-3.6591551,-3.155316,2.2254128,6.3309402,1.5143855,-3.1393826,-4.204719,-3.9448864
201f6a9,1.6630012,5.599422,2.202966,-2.7663472,-3.947911,-3.6905882,3.1575353,6.4178185,-0.028371701,-3.5023196,-3.714309,-2.9678235,3.4048362,6.3689504,-0.39273432,-3.5358987,-3.547308,-2.862497
201fd9c,-0.9560784,4.129261,4.565803,-0.9251583,-3.9767835,-4.1824675,-0.3244619,5.968705,3.4965587,-2.7253132,-4.049968,-3.7671924,0.19857536,6.671178,2.2896893,-3.4839506,-3.855194,-3.2352731
202006a,-3.2427242,-0.47811162,4.0171676,4.2565613,-1.3065732,-4.3319135,-3.5603225,-1.056202,3.7553115,4.8202643,-0.8489953,-4.5140343,-3.9692411,-1.6364582,2.740499,5.471205,0.19578972,-4.0004015
20233ea,-2.0323484,1.3496327,4.7736235,2.577753,-2.8675354,-4.7546406,-2.2902749,1.4600518,5.7731204,1.9759903,-3.5196369,-5.150549,-2.9999137,0.83678186,5.88349,2.8804297,-3.188024,-5.2204194
2024044,0.96284306,4.9440517,2.9641118,-1.9363058,-3.9278114,-3.9601486,0.6674658,5.6745095,2.9091382,-2.5749245,-4.152923,-3.9084759,0.26804224,5.9435253,3.139678,-2.7798753,-4.1494823,-3.8642864
2027926,-2.8725212,-2.6639037,-0.6073883,1.2279284,3.1306553,2.1419623,-3.0425072,-2.8238363,-0.72675526,1.7954293,4.280476,1.041266,-3.195699,-2.9102783,-0.53589696,2.216456,4.1921687,0.59415776
202b78d,2.4460168,5.772545,1.0644221,-3.118744,-3.5028687,-3.3305678,2.0916107,6.9230113,0.12123516,-3.6002014,-3.4577084,-2.8787766,2.847316,6.7854295,-0.44837296,-3.6605606,-3.4124992,-2.8324904
2036c27,0.73597646,5.006226,3.3148437,-1.7459332,-3.9868836,-4.169383,-0.00051518524,5.6288404,4.127963,-2.2522974,-4.3995643,-4.4520264,0.47161633,6.4640493,3.370951,-3.0016286,-4.378265,-4.2233224
203725b,-1.4823806,3.2002974,5.1445413,0.30549473,-3.8598373,-4.5380025,-2.540148,2.6187027,6.3381386,0.17843898,-4.0888205,-4.656757,-2.503985,3.421469,6.4825435,-0.61416435,-4.359361,-4.5222826
20383c7,-3.1322844,-0.47288346,3.7675157,4.194234,-1.0082563,-4.203895,-3.715181,-1.4665601,3.1397736,4.9827437,-0.0005459909,-4.032592,-3.9186504,-1.4429748,2.955348,5.2924194,0.042076368,-4.00935
203dcec,-3.6458023,-2.4194534,1.1983327,4.1879764,2.2803018,-1.9380898,-3.6218383,-2.686832,0.589411,4.0775647,3.0983071,-1.6697557,-3.7264335,-2.6557088,0.5577187,4.339881,2.9549973,-1.8222629
2042022,2.084842,5.3038163,1.7990903,-2.6989348,-3.7859778,-3.390677,2.7428484,6.4485664,0.5610625,-3.5599048,-3.873117,-3.1096513,3.807397,5.9980288,-0.2443045,-3.4786234,-3.6221683,-2.8621194
2047852,-2.614628,1.2819259,5.116202,2.3499563,-3.0582874,-4.5645466,-2.962222,1.3510637,6.1522593,2.0343032,-3.4482362,-4.86253,-3.451412,0.82962555,6.055112,2.8077455,-3.140017,-4.9299173
204aeb7,-2.7709076,0.7968201,4.9089165,3.0304704,-2.5406456,-4.614829,-3.3512888,-0.34333754,4.7339687,3.9164417,-1.801519,-4.6665554,-3.613675,-0.22050446,4.8442097,4.107473,-1.9236153,-4.788898
204b964,-3.364292,-2.9568062,-0.32647994,2.2330995,3.5425146,1.13086,-3.0632765,-3.0517569,-1.0155396,1.4930154,4.490897,1.7722546,-3.2130098,-3.1476772,-0.81468606,1.8446792,4.41427,1.3763714
204f925,-2.408395,0.67094415,4.0708594,3.2704036,-1.943735,-4.6314945,-2.6005557,1.6097999,5.7882233,2.0139458,-3.32574,-5.099759,-2.9882998,1.9066694,6.3351526,1.7956574,-3.5939662,-5.1475396
205075e,-1.217027,2.8846734,4.714528,0.46203122,-3.763705,-4.393022,-2.0109124,2.794495,5.939092,0.18881653,-4.150458,-4.7607985,-1.9271803,3.9320092,5.8828616,-1.0512751,-4.3822937,-4.5684543
2050ae7,-1.5641017,2.240391,4.97473,1.2931477,-3.559619,-4.5661454,-2.3026614,1.8667258,6.110379,1.1562265,-3.9038079,-4.8251066,-2.7035344,1.8216931,6.381911,1.2481155,-3.9076269,-4.787525
2059452,-2.8796299,0.61531544,5.00858,3.0338538,-2.567037,-4.5977354,-3.3025255,0.17769603,5.7695565,2.815524,-2.8006232,-4.672387,-3.4086218,0.5950789,6.1465917,2.62251,-3.1754181,-4.8437696
2062bda,-0.8991227,2.4070175,4.2430587,1.1131394,-3.334795,-4.4894924,-0.36886066,4.260484,4.3476524,-1.0980123,-4.1746187,-4.474746,-1.3794327,3.899657,5.5174866,-0.53293073,-4.3154655,-4.8292327
20744ab,-0.47981507,3.5737338,4.424579,-0.2375832,-4.0056295,-4.4326363,-0.6183914,3.9299562,4.638175,-0.81299007,-4.2955275,-4.5621257,-0.020972593,5.3174124,4.1025114,-2.167321,-4.5803275,-4.3568964
2078da0,-2.2911987,1.9677738,5.4205356,1.5051008,-3.505988,-4.590375,-2.7775443,1.6269737,6.3879213,1.145885,-3.7907932,-4.7347007,-3.1969526,1.096218,6.285727,1.878182,-3.4540327,-4.735058
2079bbf,-1.8254796,2.0982673,4.9942474,1.8018117,-3.3931296,-4.737955,-2.653665,1.9200703,6.366755,1.5415068,-3.8534625,-5.076822,-2.7338505,2.3521404,6.591989,1.2300025,-4.067606,-5.109908
2080bea,-1.7837452,2.1992576,4.96588,1.3372198,-3.5603225,-4.52298,-3.0814784,1.1382991,6.260786,1.9605253,-3.4073994,-4.7733235,-3.699837,0.17839953,5.805121,3.229603,-2.730661,-4.750272
2085ad3,-0.12446592,4.406877,3.8216338,-1.3638916,-3.9084172,-4.009782,0.4350453,6.2172475,2.3104775,-3.2703176,-3.9164093,-3.3527918,-0.11188938,6.1372604,2.8108203,-3.319668,-3.9166987,-3.3302398
208907c,2.9455435,3.014411,1.2149124,-1.1493028,-3.1015315,-3.228331,2.7364724,3.1033356,1.2944113,-1.2108071,-3.2593355,-3.363569,3.224632,3.4636955,1.0037698,-1.7520877,-3.3976047,-3.3192337
208eb37,-0.019536167,4.803493,3.5386884,-2.09836,-3.9847155,-3.7231257,0.4889682,5.5733995,2.467115,-3.1554844,-3.971528,-3.2558937,0.6672871,5.885156,2.1179333,-3.468096,-3.9047344,-3.0977335
208f29c,0.98386556,5.671623,2.081236,-2.8168077,-3.52274,-3.2611606,0.026778825,6.610378,2.2108123,-3.3368552,-3.5088942,-3.1414433,-0.4317223,6.602221,2.388119,-3.3251362,-3.4908903,-3.038305
20a1cb4,-2.7819288,1.5966039,5.380044,2.0904083,-3.0304017,-4.5586886,-3.834452,-0.40707153,5.360266,3.8739116,-2.0125606,-4.73421,-4.29238,-0.94677275,4.7492733,4.585475,-1.3198503,-4.4798827
20a8ce1,-2.4710226,1.9844368,5.404551,1.2200822,-3.3823414,-4.3153515,-3.0808878,1.610491,6.3741384,1.0332471,-3.5625694,-4.4502497,-3.3337471,1.7116501,6.540291,1.025589,-3.5423634,-4.435909
20af98d,-1.3627205,3.2603662,5.037244,0.3044418,-3.9523315,-4.426557,-2.185725,3.2847376,6.296208,-0.34274176,-4.3956842,-4.549795,-2.7072325,2.8318927,6.6379843,0.22025113,-4.3244596,-4.702181
20b3b91,-2.7480683,0.6549963,4.843275,3.2692552,-2.451105,-4.720592,-2.8794606,0.96361727,5.954468,2.586954,-3.194203,-5.068679,-3.2896366,0.95624614,6.2132196,2.7813575,-3.2567658,-5.1241145
20b7318,-2.1241055,-0.14935727,2.8233407,3.1953115,-0.6917989,-3.7476594,-2.3675244,-0.15469639,3.2909248,3.3097312,-0.9221056,-4.092632,-2.8893542,-0.31450045,3.3993266,4.0010476,-0.94707143,-4.316492
20bf31c,-0.37144417,4.1024323,4.0876617,-1.0653626,-3.9574885,-4.066766,-1.3960062,3.8336205,5.070737,-1.2694997,-4.2103376,-4.0856767,-2.1442454,3.2661996,5.896381,-0.90732217,-4.207482,-4.066269
20cb752,3.9645243,2.1620119,0.5503816,-1.0187564,-2.4550655,-2.6387827,5.347633,0.65745115,-0.28613123,-1.1135424,-1.8339584,-1.8118832,5.6525097,0.473642,-0.44118288,-1.1049433,-1.7919132,-1.7076787
20cce9b,2.9595475,5.7138352,0.73149174,-3.188292,-3.580804,-3.1829944,2.6827762,6.838085,0.011688268,-3.5387769,-3.6021805,-2.9500017,2.8356974,6.814555,-0.26779193,-3.6424017,-3.5211132,-2.8542967
20cdd57,-1.7456127,2.8970652,5.306632,0.65677005,-3.798836,-4.5027213,-2.5510995,2.621457,6.6120505,0.39095205,-4.182726,-4.7499514,-3.009455,2.2646465,6.8295813,0.69483507,-4.090261,-4.7690625
20d9bb9,-2.206351,1.2298349,4.674011,2.567224,-2.8034692,-4.553303,-1.7418226,2.644902,5.3864202,0.563429,-3.8125446,-4.738974,-1.8081537,3.0596466,5.5359607,0.27461225,-4.011607,-4.741913
20db8b2,-3.3158658,-1.089225,3.078014,4.54405,-0.17197278,-3.8770547,-3.5050042,-0.90194875,3.8036594,4.6601615,-0.74616766,-4.445491,-4.054609,-1.8151687,2.4818637,5.499952,0.655087,-3.784292
20db990,4.4368734,4.4512434,0.12850831,-2.7906651,-3.148968,-2.9629958,6.225243,2.3655052,-0.99431896,-2.177565,-2.4734418,-2.0222747,5.814328,3.725195,-1.098259,-2.7618546,-2.874529,-2.3592188
20dda58,-1.12994,1.9257128,4.1315413,1.4042495,-3.0019662,-4.3514724,-0.50222707,3.4806328,4.4213414,-0.40793368,-3.9004748,-4.6323056,-1.1968256,3.6308377,5.22977,-0.51302314,-4.160268,-4.7500477
20e2d04,1.7894559,5.25802,1.9999003,-2.4993467,-3.6590135,-3.545163,2.4068565,6.407486,0.5178609,-3.4739115,-3.6529653,-2.9996028,2.8629842,6.530663,0.060216993,-3.6525047,-3.5829778,-2.9105864
20e8865,-0.46857062,4.2890377,4.394312,-1.1041733,-4.199659,-4.2128444,0.7216886,6.1680083,2.6087947,-3.0122433,-4.301058,-3.6617944,0.507609,6.4417305,2.699606,-3.3107708,-4.298482,-3.6262097
20e88fd,-2.8537908,0.5596155,4.7185345,3.0712717,-2.3369262,-4.4357886,-3.1763616,0.33376494,5.382214,2.808853,-2.4593656,-4.568187,-3.4472923,0.4912736,5.605088,2.957103,-2.6556616,-4.683399
20ec8b0,0.82619333,5.561739,2.634015,-2.8625965,-3.9162457,-3.4454494,0.30037028,6.512513,2.7619205,-3.3523417,-4.1760054,-3.4684813,0.44276765,6.8268547,2.29182,-3.5884442,-4.060203,-3.2791421
20f1b82,-3.7457187,-2.6579633,0.95373577,4.0833335,2.6122649,-1.5739987,-3.8558278,-3.1448681,0.08524552,3.81794,3.8816717,-0.89199966,-3.827578,-3.136302,-0.03743705,3.8452828,3.8404708,-0.8583339
20f1ea0,-0.31810227,4.5153184,4.2847247,-1.3575287,-4.204493,-4.266386,1.5220671,6.3004694,1.7907293,-3.1720662,-4.1755,-3.641077,2.1852112,6.5059123,0.9445351,-3.5553896,-4.017833,-3.327248
20f1f55,-1.6888853,1.3255512,4.3200655,2.2458296,-2.569145,-4.352144,-1.0820343,2.0784557,4.6179957,0.9818212,-3.1585455,-4.496804,-1.4439157,2.328026,4.976035,0.9134423,-3.2507632,-4.467961
20f7124,0.776229,4.755393,3.1402793,-1.6038923,-3.73554,-3.9832764,-0.12186303,5.541206,3.9269595,-2.2306278,-4.1481276,-4.161847,-1.0049449,5.4534793,4.6615787,-2.1503298,-4.2112055,-4.1306133
20fa155,-0.6539024,3.030667,4.2198014,0.5858194,-3.5424068,-4.501078,-0.8500424,4.104525,5.005352,-0.68269837,-4.1932693,-4.7073565,-0.23537506,6.0805993,4.0063076,-2.6726298,-4.2687025,-4.1749887
20fe8b8,-3.250746,-2.7971034,-0.333336,2.0083046,3.3840137,1.1847644,-3.1960423,-3.0335927,-0.7855161,1.9930719,4.4639583,1.0878246,-3.427276,-3.0974343,-0.49743903,2.6359282,4.3089275,0.3771377
2101c39,-3.6057906,-2.8936038,0.3491655,3.3736272,3.2585864,-0.45580378,-3.470222,-3.1505246,-0.5092958,2.694976,4.4546285,0.33848202,-3.5388136,-3.206158,-0.45583215,2.8814883,4.3428736,0.17268777
2103089,-3.2274785,-1.0572207,2.8168056,4.3539424,0.15004875,-3.6605577,-3.30873,-0.9132818,3.207499,4.4755077,-0.21743825,-4.1331997,-3.5578175,-0.96751016,2.9285061,4.915747,-0.009015316,-4.0826015
2107217,0.93717563,5.612745,2.3949487,-2.9045763,-3.8135362,-3.4471457,1.137155,6.860987,1.2504084,-3.6482108,-3.7928007,-3.0230732,1.4622481,6.9142694,0.88134277,-3.6927087,-3.745276,-2.914773
2107730,-3.7934146,-1.4886562,3.1925385,4.767127,0.021989439,-3.6182888,-4.20137,-2.915905,1.3618058,5.149802,2.3688655,-2.4740136,-4.2370367,-3.0120964,0.9379106,5.1650715,2.6788783,-2.170831
21077ac,5.2384753,2.280976,-0.24497452,-1.770815,-2.497249,-2.2446954,6.0641327,0.68380105,-0.75025606,-1.4957736,-1.9016982,-1.577004,6.3960195,0.6904379,-0.97309226,-1.5563959,-1.9494872,-1.5546117
210fff5,1.1746726,5.665795,1.9217335,-3.0435295,-3.6279655,-3.1957734,1.3852518,6.8902526,0.6260099,-3.7393754,-3.4801342,-2.7444687,1.1075004,7.0048194,0.6936477,-3.7934794,-3.4205859,-2.7815235
21100ac,1.1139822,5.156357,2.5030324,-2.4279227,-3.8741465,-3.7513402,0.97590125,6.245466,1.6923448,-3.4586163,-3.9268668,-3.262124,0.09014426,6.0808334,2.5696154,-3.3847072,-3.987577,-3.331264
21133d1,-3.8593104,-2.419331,1.808745,4.4904537,1.5455403,-2.3333848,-3.7216523,-3.376907,-0.36392218,3.2607853,4.36105,-0.013180107,-3.4902084,-3.3089826,-0.49685314,2.9036093,4.3112307,0.2871611
2116512,-2.504147,1.823254,5.483366,1.7609011,-3.344859,-4.644964,-3.0400524,0.8066388,5.9519734,2.512426,-3.0422616,-4.969596,-3.5081463,0.45981464,5.920609,3.04674,-2.8413022,-5.017792
21178bf,-2.197952,2.4438558,5.2734046,1.0423348,-3.5735912,-4.4088726,-2.84465,1.9076432,6.201051,0.974152,-3.712231,-4.5139008,-3.3729374,1.1866555,6.2243485,1.9596483,-3.3740652,-4.6260467
211d058,-3.4774344,-2.9792333,0.36337224,3.4829342,2.930926,-0.55602545,-3.2934296,-3.2623916,-0.64103574,2.6561666,4.3890944,0.56942666,-3.2042747,-3.2714326,-0.6341013,2.5043082,4.2274756,0.6641703
2121299,-3.7674472,-2.3229902,1.5217149,4.4867463,2.0036702,-2.332066,-3.9258122,-2.8173723,0.74895746,4.459493,3.142195,-1.8174841,-3.961456,-2.7279668,0.71159875,4.671653,2.9582546,-1.9861643
2123c43,-0.1671057,4.6486096,3.7676518,-1.8082838,-4.0953674,-3.8753538,-0.6808953,5.3233957,3.837829,-2.6460047,-4.1771374,-3.6769211,-0.81417775,5.455658,3.849332,-2.8686233,-4.1708755,-3.6030486
2126db8,-2.852562,1.1216807,5.1409364,2.4951684,-2.7357364,-4.4207006,-3.351513,1.054049,6.110952,1.8347868,-2.9689925,-4.4030685,-3.612236,1.111957,6.230567,1.9789531,-2.9801128,-4.423182
2129e90,-2.0679483,1.3885435,4.755813,2.1101208,-3.0062795,-4.4261703,-1.3240399,2.2922678,5.0358925,0.5609158,-3.7024345,-4.4645486,-2.0579476,2.1272707,5.6396885,0.70520055,-3.7164066,-4.5045776
212f1e9,-2.6049025,2.0228746,5.5581985,1.5816578,-3.344411,-4.47307,-3.1518214,1.1857158,6.2833905,2.3336198,-3.1193452,-4.829682,-3.5349207,0.7808755,6.077813,3.0166132,-2.828629,-4.830218
212f8b4,-2.4952,1.4660031,5.394499,2.019073,-3.220861,-4.546799,-2.5562594,2.1243727,6.5638266,0.7607701,-4.027698,-4.782126,-2.9818633,1.7202281,6.788206,1.2189738,-3.878712,-4.7947817
213b477,0.24832854,2.871968,3.2141378,0.42420402,-3.2021575,-4.2504234,2.7297976,5.97939,1.24236,-3.021842,-4.0075097,-3.7068906,2.3176377,6.546164,1.3244269,-3.4055858,-4.035469,-3.6309035
213db80,-3.1982582,-0.7605091,3.6576884,4.281472,-0.97639656,-4.126532,-3.7563617,-1.9165653,2.5926476,5.112621,0.536619,-3.6882246,-4.051713,-2.4117181,1.6193222,5.3702865,1.6175616,-3.0623152
213de64,3.3718536,5.343423,0.590799,-3.0715983,-3.5890176,-3.1729238,3.595555,6.110523,-0.31257707,-3.5708132,-3.6423862,-2.864743,3.2783098,6.444998,-0.27380714,-3.7322886,-3.6560628,-2.9155095
213f458,-3.3894742,-1.7117761,2.1691778,4.4303885,0.9550349,-3.0840466,-3.4974375,-1.7221007,2.145218,4.6490936,1.0172359,-3.2833192,-3.790581,-2.1956499,1.3564837,4.9353933,1.9154501,-2.7096016
213f930,-1.13507,2.5872915,4.3610554,1.0480286,-3.4298434,-4.4596457,-2.9010813,0.9716902,5.811182,2.3052826,-3.14337,-4.800634,-3.3796039,0.7593509,5.9739103,2.6159158,-3.06071,-4.7739396
213fc89,-2.3299866,1.4960268,4.9601283,2.4137323,-2.9274726,-4.6897316,-3.0130532,1.0664372,5.9388843,2.5258849,-3.2582886,-5.075887,-3.4818351,0.77410865,5.904056,3.0434918,-3.0254169,-5.0733457
2140b9d,-2.5396316,-2.563303,-0.75776446,0.6011707,2.758124,2.8517807,-2.6706572,-2.8161488,-1.1538173,0.7115854,4.060423,2.559013,-2.6982405,-2.9195578,-1.0612807,0.6487129,3.838874,2.7423308
2148c4b,-3.339126,-1.0099261,3.4176831,4.485617,-0.52051497,-3.8869581,-3.6379244,-1.8927974,2.2729821,4.970109,0.8911389,-3.4187,-3.755974,-2.0638654,1.756531,5.1918116,1.2858496,-3.15692
214b662,-0.5364744,4.2772226,4.171247,-1.3586389,-4.136083,-4.0517306,-1.761932,4.003498,5.53397,-1.2642816,-4.4515505,-4.212913,-2.4324255,3.3475916,6.0730405,-0.6714587,-4.3257923,-4.245879
214bad3,-3.1422822,-2.879412,-0.6800972,1.4650004,3.3947663,2.0609698,-3.214365,-2.9348035,-0.6190648,2.136835,4.325301,0.7543779,-3.3316407,-3.0467243,-0.57451653,2.3183298,4.275655,0.70542127
214e706,5.282162,3.2090814,-0.41929206,-2.2080405,-2.7362723,-2.352305,6.4662895,1.9123118,-1.1341922,-2.023103,-2.2749088,-1.8092216,6.6187086,2.3126945,-1.3730948,-2.2266026,-2.4235952,-1.9354761
214ed5c,1.6749889,5.7040515,1.5284157,-3.2063951,-3.6968648,-3.273451,1.658445,6.7456937,0.251369,-3.719036,-3.465228,-2.7838414,0.8455366,6.7813663,0.794353,-3.7119296,-3.4778273,-2.7914586
2150433,-3.734018,-3.0173128,0.21735625,3.3486893,3.4248066,-0.29068837,-3.2745872,-3.1843386,-0.90609413,1.9835784,4.6522098,1.2639434,-3.4634736,-3.2440414,-0.65469146,2.4773128,4.509609,0.67477065
2151c9b,1.0679471,5.402684,2.6116898,-2.8081553,-4.00838,-3.579423,0.38930336,6.2020597,2.7131438,-3.3602848,-4.1873174,-3.4807584,0.44667456,6.362679,2.4970477,-3.5961013,-4.160295,-3.3431695
2154584,-2.2925668,-0.22479948,3.1076407,3.6358113,-0.9697777,-4.0995045,-2.7879045,-0.5008765,3.4922283,4.0181975,-1.0416619,-4.407945,-3.2992797,-0.7912321,3.1604626,4.7537165,-0.58193904,-4.3310876
215999a,0.5660797,3.6481783,3.0665953,-0.7870726,-3.7013361,-3.9956534,0.13823275,3.2609968,3.181945,-0.6228621,-3.634933,-3.934184,0.4760204,4.3846335,3.064676,-1.6743723,-3.983523,-3.9551182
215b5af,-3.6741652,-1.7465987,2.4443939,4.73618,0.81199116,-3.264959,-3.9325922,-2.1438248,2.1429687,5.1539583,1.1975929,-3.3536599,-3.973263,-2.375392,1.4189336,5.224232,1.8446947,-2.889465
215bc41,-1.4441532,3.968351,4.615759,-1.1042815,-3.8952231,-3.8001943,-2.9056697,2.1684134,6.034434,0.37441024,-3.6041143,-4.0024076,-3.0824707,2.1872873,6.138714,0.37459403,-3.6225197,-3.9804633
215e6f7,4.6704907,3.8216143,0.101573616,-2.310003,-3.1506581,-2.7138476,5.8021107,2.8779235,-0.6393632,-2.1842952,-2.6998584,-2.2014241,6.1598015,2.5311687,-0.8616965,-2.143263,-2.6106403,-2.034167
2163377,-1.9736804,3.1033163,5.356531,0.27738258,-3.6526365,-4.3343596,-2.9478629,2.3599105,6.758217,0.84377563,-3.7861624,-4.7491693,-3.410044,1.7920809,6.836594,1.5325514,-3.5438488,-4.7955613
21662c7,-2.8653817,0.45845792,4.7414484,3.1511135,-2.2645583,-4.473366,-3.2736876,-0.10319705,5.092436,3.405424,-2.1208103,-4.5554113,-3.433474,0.26838,5.6448984,2.996354,-2.663607,-4.630836
21679eb,-2.072407,0.42951226,3.4907367,3.17132,-1.4979135,-4.352882,-0.906457,2.3042283,4.274233,1.0485729,-3.3974168,-4.741467,-1.0891222,3.3206239,5.1148124,0.2646705,-4.016348,-4.899126
2169b0a,-3.5658455,-1.7717872,2.2632868,4.524051,1.0369766,-3.0724795,-3.8421636,-2.261487,1.7559037,4.9682164,1.7597452,-2.957981,-3.9409637,-1.9368596,2.0691135,5.3454304,1.1565336,-3.3902688
2171ee8,-2.56295,0.5635096,4.267464,3.2093496,-2.074034,-4.5063944,-2.2938569,2.2464004,5.7651153,1.16655,-3.5735424,-4.820499,-2.2082233,3.1048672,6.0228353,0.34183574,-4.0346875,-4.8070273
2174bd5,-2.6610055,0.91951805,5.0080442,2.827839,-2.7851756,-4.634819,-2.7966344,1.2027525,6.147535,1.9901301,-3.502112,-4.914026,-3.015585,1.6566894,6.607284,1.4589461,-3.8507295,-4.8375106
2177ad2,-2.3104992,0.911456,4.55584,2.7221684,-2.6641877,-4.5051794,-2.753528,0.6680899,5.431639,2.6717155,-2.9235036,-4.8279395,-3.2180574,0.35405913,5.368741,3.2175083,-2.7451706,-4.7858143
217c2ee,-2.6691844,-2.7069385,-0.8268624,0.6393925,2.8975596,2.959251,-2.8387687,-2.9204617,-1.1572788,0.90811026,4.252325,2.428251,-2.9720154,-3.0766072,-1.0291388,1.0477582,4.1834087,2.3814588
218778e,-0.96802187,2.6741734,4.4709606,0.99922293,-3.6381865,-4.6182055,-0.75747216,4.7012906,5.0883327,-1.3092841,-4.5827036,-4.708691,-0.6367872,5.6131444,4.780985,-2.1589863,-4.625139,-4.526731
2187f01,1.3187743,3.8360288,2.5854545,-0.98011535,-3.5777526,-3.9021504,2.1750872,5.202346,1.8646162,-2.25352,-4.016282,-3.958208,1.9132593,5.922746,1.9366139,-2.7921083,-4.1571493,-3.8276136
218c97f,1.2332398,5.701716,2.542474,-2.9128146,-3.9012563,-3.6116278,1.6903545,7.1323767,0.9367896,-3.8283064,-3.802158,-3.1259718,1.3327132,7.2054415,1.1760547,-3.936279,-3.8175614,-3.0671968
218d0ed,-1.5145763,3.619274,4.9523735,-0.0027011244,-3.8614964,-4.3645244,-1.4099344,4.915123,5.0450134,-1.5203944,-4.268362,-4.1650915,-0.8112731,5.7382,4.347127,-2.1971295,-4.301154,-4.0529337
218e1e6,1.1509554,5.759173,2.1103978,-2.9879794,-3.7117047,-3.3201272,1.0031966,6.9611015,0.93418473,-3.6038618,-3.6002486,-2.7866774,1.4753505,7.0084643,0.3409505,-3.6511838,-3.4849596,-2.664282
21958fc,-3.7776062,-1.7229326,2.821476,4.8187637,0.38981843,-3.4228296,-4.114638,-2.9574692,0.9812673,4.8020773,2.840941,-2.0373075,-3.982452,-3.1295247,0.22707926,4.271111,3.5082119,-1.2133069
219799d,-3.1018565,-0.41533205,3.993348,4.071647,-1.4470228,-4.3163786,-2.7673428,0.4242965,5.1476884,2.987137,-2.658726,-4.8081694,-3.6010795,-0.48311377,4.592722,4.3859963,-1.8256369,-4.780826
2199b5e,-3.0275993,-0.092644975,4.3066807,3.9478464,-1.6698374,-4.5158396,-3.3743818,-0.8726325,3.6431873,4.595563,-0.71526253,-4.406015,-3.782443,-1.2628783,2.9691734,5.226792,0.009168288,-4.0968633
21a4446,-3.760642,-2.4853318,1.4894509,4.505034,1.8471569,-2.2794256,-3.8296075,-3.3688169,-0.22261757,3.6802888,4.217415,-0.42753163,-3.6922135,-3.3073847,-0.33404675,3.497289,4.1847935,-0.28022534
21a8d76,-3.756686,-2.2360737,1.6926495,4.4870095,1.8772621,-2.417283,-3.861503,-2.8252366,0.6012204,4.1968493,3.3574247,-1.532506,-3.8256876,-2.8642929,0.34276316,4.124368,3.471419,-1.3455606
21ae86b,-2.581528,-0.31548268,3.3086965,3.7818627,-0.980518,-4.173307,-2.638334,-0.35914457,3.4884126,3.7108364,-1.0650033,-4.3592196,-3.2581072,-0.5761776,3.531107,4.5162516,-0.88380057,-4.467151
21b32eb,5.0858684,3.636513,-0.2513041,-2.3770735,-2.9602735,-2.5476763,6.3003545,1.8257974,-1.0919951,-2.012814,-2.210843,-1.7042618,6.38965,2.042639,-1.2920463,-2.1300242,-2.274003,-1.7184259
21b56d3,-2.2655768,0.44714022,3.9706972,3.4059193,-1.9563419,-4.58359,-2.3134005,1.1160777,5.259099,2.6220024,-3.0793712,-5.135296,-2.6307764,1.1373925,5.44792,2.916375,-3.1495886,-5.2584352
21b9c41,-2.4877734,-2.6066053,-0.82608294,0.4703208,2.712077,3.0922704,-2.5682044,-2.8059535,-1.254364,0.49514806,3.893409,2.9585593,-2.5778167,-2.9029112,-1.1526686,0.4163009,3.588231,3.1845145
